0.207008454,0.266666667,0.276277524,0.397452229,0.121428571,0.223706385,0.162773387,Prospеring
0.004438333,0.004371585,0.334856668,0.242038217,0.00310559,0.008551276,0.003246599,BH nixxxay
0.685461814,0.782513661,0.197341088,0.336305732,0.420807453,0.591536109,0.580143484,Raпger
0.4239054,0.228415301,0.047361861,0.10955414,0.375776398,0.157668061,0.433951507,Idk_Pi
0.48656458,0.983606557,1,1,0.177795031,0.369515012,0.281345517,Twitch.GryphonRB
0.824709048,0.621857923,0.117573743,0.159235669,0.705590062,0.702390612,0.730975722,Twitch Kayotica
0.897121762,0.526775956,0.126298297,0.113375796,0.845186335,0.942949878,0.78311135,FaZe Replays
0.157332765,0.130054645,0.058579144,0.173248408,0.135869565,0.06684976,0.141995154,NiteGamerYT 190k
0.006061961,0.005464481,0.074366431,0.193630573,0.004968944,0.003120904,0.005764693,ᴮᵒˢˢン
0.104495637,0.053551913,0.041545492,0.091719745,0.106055901,0.039697897,0.106694329,CIUPEA 144.HZ
0.300789252,0.398907104,0.27087661,0.410191083,0.175776398,0.312652144,0.232884088,曼巴精神のR6
0.053746526,0.059016393,0.101786456,0.249681529,0.042701863,0.033893015,0.047178626,DarkAssaSSin._
0.152122067,0.063387978,0.084337349,0.07388535,0.156055901,0.119967543,0.141535879,FLIZ_Mada YT
0.411564857,0.293989071,0.117158288,0.16433121,0.324378882,0.320079895,0.387485549,Τriρs
0.098164456,0.05136612,0.0801828,0.114649682,0.080745342,0.057050122,0.109608349,MachiTv
0.204880297,0.122404372,0.051100956,0.112101911,0.198447205,0.089569939,0.218915794,C_D_S_
0.223055106,0.146448087,0.113003739,0.143949045,0.18447205,0.179327133,0.203284608,Mₐₜₜzᵢₗₗₐツ
0.071402272,0.039344262,0.088907354,0.096815287,0.072981366,0.058173647,0.066183108,prOMancos
0.031819239,0.012021858,0.057748234,0.056050955,0.038509317,0.020660383,0.031230699,Scribell
0.275033358,0.410928962,0.239302036,0.452229299,0.164130435,0.245053367,0.187162472,Qx_9u انستا
0.077648327,0.03715847,0.0801828,0.07388535,0.090217391,0.066163161,0.070633324,adore johnnyy
0.276980882,0.32568306,0.206896552,0.315923567,0.186180124,0.280257162,0.208495003,R.e.L.y.T
0.137089318,0.108196721,0.130037391,0.189808917,0.10326087,0.110916922,0.125603788,RunLaMaJ
0.013626435,0.004371585,0.022850021,0.043312102,0.018012422,0.003869921,0.014997704,Deathfury420
0.269516067,0.052459016,0.039052763,0.024203822,0.389906832,0.145246863,0.284259538,KING nax nax
0.225739007,0.166120219,0.157457416,0.160509554,0.18742236,0.249859559,0.206198629,isDi x
0.529270295,0.43715847,0.147486498,0.198726115,0.399223602,0.480619187,0.495795258,SMS Efesto96
0.280032971,0.096174863,0.07852098,0.064968153,0.269875776,0.19468198,0.308458578,Maatheus ϟ
0.060560782,0.052459016,0.095139177,0.196178344,0.048291925,0.037762936,0.057282676,UçaN_HamSi
